,cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
5114,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,9/28/2016,10/2/2016,Hampton University,B,800,lv,0.1573021,46.0,34.0,,,46.74368,34.91458,,,,http://news.hamptonu.edu/release/HU-Poll%3A-Post--Debate-Surge-Gives-Democrats-Double--Digit-Surge-among-Virginians,46554,72818,10/7/16,09:24:53  8 Nov 2016
5115,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maine CD-2,10/7/2016,10/9/2016,Maine People's Resource Center,C,424,lv,0.1571769,38.8,40.4,10.4,,40.58156,44.185,7.440712,,,http://mprc.me/research/1016_presidential1.pdf,46755,73108,10/12/16,09:24:53  8 Nov 2016
5117,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Oregon,10/4/2016,10/4/2016,Gravis Marketing,B-,1248,rv,0.1560945,47.0,39.0,4.0,,48.03426,41.90177,2.029985,,,http://www.breitbart.com/2016-presidential-race/2016/10/08/exclusive-breitbartgravis-poll-clinton-leads-trump-by-8-in-oregon/,46560,72826,10/8/16,09:24:53  8 Nov 2016
5118,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Massachusetts,9/7/2016,9/10/2016,MassINC Polling Group,A-,506,lv,0.1556184,54.0,28.0,9.0,,57.22672,32.41824,4.596341,,,http://projects.fivethirtyeight.com/polls/20160910_MA_1.pdf,45736,71413,9/14/16,09:24:53  8 Nov 2016
5119,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,South Dakota,9/30/2016,10/20/2016,Ipsos,A-,103,lv,0.155604,32.76,49.64,,,30.29753,49.90755,,,,http://www.reuters.com/statesofthenation/,47221,73898,10/22/16,09:24:53  8 Nov 2016
5122,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New York,8/28/2016,8/30/2016,Emerson College,B,800,lv,0.1534959,52.1,34.2,8.2,,54.64922,36.0165,4.448859,,,http://media.wix.com/ugd/3bebb2_7e2146163ed04e60b05172ef8e530182.pdf,45243,69554,8/31/16,09:24:53  8 Nov 2016
5123,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maine CD-1,9/15/2016,9/20/2016,University of New Hampshire,B+,206,lv,0.1527283,50.0,28.0,,,49.5837,29.86247,,,,http://www.pressherald.com/2016/09/25/maine-voters-appear-poised-to-render-historic-electoral-college-vote-split-in-2016-election/,46024,71979,9/25/16,09:24:53  8 Nov 2016
5124,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maine CD-1,10/7/2016,10/9/2016,Maine People's Resource Center,C,468,lv,0.152014,48.7,32.3,7.3,,50.53575,36.32701,4.340713,,,http://mprc.me/research/1016_presidential1.pdf,46754,73106,10/12/16,09:24:53  8 Nov 2016
5125,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maine CD-2,9/15/2016,9/20/2016,University of New Hampshire,B+,207,lv,0.1519767,34.0,48.0,,,32.86978,49.09681,,,,http://www.pressherald.com/2016/09/25/maine-voters-appear-poised-to-render-historic-electoral-college-vote-split-in-2016-election/,46025,71980,9/25/16,09:24:53  8 Nov 2016
5127,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Iowa,9/20/2016,9/22/2016,Loras College,B-,491,lv,0.1511337,37.7,38.3,9.0,,40.72519,42.32489,5.462087,,,http://myweb.loras.edu/Loras/PDF/POLLStatewideIASurveySept26-2016.pdf,46044,72022,9/26/16,09:24:53  8 Nov 2016
5128,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,West Virginia,10/25/2016,10/31/2016,Google Consumer Surveys,B,120,lv,0.1507287,33.35,44.26,2.77,,38.79555,50.87583,1.828301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47991,75050,11/1/16,09:24:53  8 Nov 2016
5129,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Utah,8/19/2016,8/21/2016,Public Policy Polling,B+,1018,lv,0.1505978,24.0,39.0,12.0,9.0,25.56999,42.03206,8.583433,11.60996,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_UT_82316.pdf,44918,68905,8/23/16,09:24:53  8 Nov 2016
5130,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Vermont,10/25/2016,10/31/2016,Google Consumer Surveys,B,91,lv,0.1502351,57.13,17.11,5.48,,62.60831,23.86652,4.538301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47988,75047,11/1/16,09:24:53  8 Nov 2016
5131,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Mexico,10/25/2016,10/31/2016,Google Consumer Surveys,B,242,lv,0.148756,38.58,31.99,14.47,,44.02798,38.61626,13.5283,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47973,75032,11/1/16,09:24:53  8 Nov 2016
5132,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maine,10/25/2016,10/31/2016,Google Consumer Surveys,B,98,lv,0.148711,41.52,26.58,2.68,,46.99691,33.33047,1.738301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47962,75021,11/1/16,09:24:53  8 Nov 2016
5134,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Idaho,10/25/2016,10/31/2016,Google Consumer Surveys,B,161,lv,0.1454072,21.81,44.25,8.01,,27.25948,50.88269,7.068302,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47954,75013,11/1/16,09:24:53  8 Nov 2016
5136,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,10/25/2016,10/31/2016,Google Consumer Surveys,B,224,lv,0.1438374,40.39,33.32,9.73,,45.82844,39.90528,8.788301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47974,75033,11/1/16,09:24:53  8 Nov 2016
5137,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nebraska,10/25/2016,10/31/2016,Google Consumer Surveys,B,227,lv,0.1437304,27.37,41.53,3.98,,32.81434,48.14063,3.038301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47970,75029,11/1/16,09:24:53  8 Nov 2016
5138,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,10/20/2016,10/22/2016,Remington,,1646,lv,0.1437212,46.0,46.0,2.0,,45.88933,46.93126,1.844629,,,http://big.assets.huffingtonpost.com/FLSTATEWIDE.pdf,47334,74068,10/25/16,09:24:53  8 Nov 2016
5139,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Kansas,10/25/2016,10/31/2016,Google Consumer Surveys,B,341,lv,0.1436552,39.89,30.88,5.54,,45.33738,37.50367,4.598301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47957,75016,11/1/16,09:24:53  8 Nov 2016
5140,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,South Dakota,10/25/2016,10/31/2016,Google Consumer Surveys,B,107,lv,0.1434056,19.54,43.31,8.32,,24.99125,49.95028,7.378301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47982,75041,11/1/16,09:24:53  8 Nov 2016
5141,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Oklahoma,9/13/2016,9/15/2016,SoonerPoll.com,B,515,lv,0.1431196,35.6,50.9,6.0,,36.9176,52.21998,3.478481,,,http://newsok.com/gallery/articleid/5518562/1/pictures/4442700?embeddedLinkType=gallery,45878,71642,9/17/16,09:24:53  8 Nov 2016
5142,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,10/20/2016,10/22/2016,Remington,,1971,lv,0.1427689,42.0,46.0,4.0,,41.89063,46.94946,3.84463,,,http://big.assets.huffingtonpost.com/OHSTATEWIDE.pdf,47330,74064,10/25/16,09:24:53  8 Nov 2016
5144,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Louisiana,10/25/2016,10/31/2016,Google Consumer Surveys,B,282,lv,0.1403676,28.59,49.58,6.1,,33.99851,56.03676,5.158301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47959,75018,11/1/16,09:24:53  8 Nov 2016
5145,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,9/12/2016,9/14/2016,Suffolk University,B+,500,lv,0.1397943,39.0,42.0,4.0,,41.4935,45.33113,1.834551,,,http://www.suffolk.edu/news/67568.php#.V9rHDVArJE5,45809,71520,9/15/16,09:24:53  8 Nov 2016
5146,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Mississippi,10/25/2016,10/31/2016,Google Consumer Surveys,B,244,lv,0.1392044,25.83,55.37,4.12,,31.22572,61.77184,3.178301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47966,75025,11/1/16,09:24:53  8 Nov 2016
5147,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,South Carolina,8/30/2016,9/1/2016,First Tuesday Strategies,,775,lv,0.1390539,38.0,50.0,3.0,,40.09152,51.96332,-0.1128238,,,http://www.wltx.com/mb/news/politics/poll-trump-up-by-12-points-in-sc/314493283,45404,70695,9/6/16,09:24:53  8 Nov 2016
5149,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Oregon,9/2/2016,9/7/2016,icitizen,,610,rv,0.1356536,43.0,28.0,11.0,,47.32609,34.30233,6.394308,,,https://icitizen.com/insights/oregon-poll-results-september-2016/,45720,71358,9/13/16,09:24:53  8 Nov 2016
5150,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Alaska,10/25/2016,10/31/2016,Google Consumer Surveys,B,82,lv,0.1349653,29.31,32.58,8.88,,34.76924,39.2546,7.938301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47941,75000,11/1/16,09:24:53  8 Nov 2016
5151,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Pennsylvania,10/20/2016,10/22/2016,Remington,,1997,lv,0.134583,45.0,42.0,5.0,,44.88362,42.85098,4.844629,,,http://big.assets.huffingtonpost.com/PASTATEWIDE.pdf,47332,74066,10/25/16,09:24:53  8 Nov 2016
5152,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Louisiana,9/15/2016,9/17/2016,Southern Media & Opinion Research,B-,500,lv,0.1340598,32.6,48.9,7.5,,35.00575,51.40376,3.908955,,,http://www.nola.com/politics/index.ssf/2016/09/2016_louisiana_senate_race_wan.html,45911,71774,9/21/16,09:24:53  8 Nov 2016
5153,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,District of Columbia,10/25/2016,10/31/2016,Google Consumer Surveys,B,74,lv,0.1337534,47.91,19.37,1.93,,53.40482,26.19738,0.9883012,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47948,75007,11/1/16,09:24:53  8 Nov 2016
5154,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Iowa,10/25/2016,10/31/2016,Google Consumer Surveys,B,429,lv,0.1327543,37.55,30.16,4.54,,43.00385,36.81145,3.598301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47953,75012,11/1/16,09:24:53  8 Nov 2016
5155,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,10/20/2016,10/22/2016,Remington,,1764,lv,0.1305597,44.0,47.0,3.0,,43.87793,47.77109,2.844629,,,http://big.assets.huffingtonpost.com/NCSTATEWIDE.pdf,47333,74067,10/25/16,09:24:53  8 Nov 2016
5156,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Delaware,10/25/2016,10/31/2016,Google Consumer Surveys,B,107,lv,0.1304998,38.21,34.88,5.4,,43.64482,41.44976,4.458302,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47949,75008,11/1/16,09:24:53  8 Nov 2016
5157,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maryland,10/25/2016,10/31/2016,Google Consumer Surveys,B,510,lv,0.1297898,47.3,25.15,6.35,,52.72779,31.68956,5.408301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47961,75020,11/1/16,09:24:53  8 Nov 2016
5158,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Alaska,9/13/2016,9/15/2016,Moore Information,B,500,lv,0.1289478,31.0,39.0,9.0,,34.79589,43.13116,6.231369,,,http://projects.fivethirtyeight.com/polls/20161007_AK_1.pdf,46555,72819,10/7/16,09:24:53  8 Nov 2016
5159,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,10/11/2016,10/13/2016,Gravis Marketing,B-,1799,rv,0.1288404,46.0,42.0,2.0,,46.30313,44.66016,0.5007669,,,http://www.breitbart.com/2016-presidential-race/2016/10/15/exclusive-breitbartgravis-poll-clinton-up-4-points-over-trump-in-florida/,46863,73310,10/16/16,09:24:53  8 Nov 2016
5160,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Wyoming,10/25/2016,10/31/2016,Google Consumer Surveys,B,84,lv,0.1282503,26.68,57.27,3.51,,32.13057,63.90736,2.568301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47992,75051,11/1/16,09:24:53  8 Nov 2016
5162,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Connecticut,10/25/2016,10/31/2016,Google Consumer Surveys,B,364,lv,0.1275806,40.48,31.84,6.19,,45.93958,38.51607,5.248302,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47947,75006,11/1/16,09:24:53  8 Nov 2016
5164,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Dakota,10/25/2016,10/31/2016,Google Consumer Surveys,B,88,lv,0.1272038,26.18,48.14,5.97,,31.64685,54.84729,5.028301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47969,75028,11/1/16,09:24:53  8 Nov 2016
5165,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Iowa,8/17/2016,8/19/2016,YouGov,B,987,lv,0.1269217,40.0,40.0,7.0,,43.17831,44.506,4.200217,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/k9zf6i4ig6/ForRelease_IA_20160821.pdf,44902,68878,8/21/16,09:24:53  8 Nov 2016
5167,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Wisconsin,10/20/2016,10/22/2016,Remington,,1795,lv,0.1265038,46.0,41.0,5.0,,45.89787,42.0511,4.844629,,,http://big.assets.huffingtonpost.com/WISTATEWIDE.pdf,47336,74071,10/25/16,09:24:53  8 Nov 2016
5168,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,10/11/2016,10/14/2016,Christopher Newport University,B-,809,lv,0.125587,44.0,29.0,11.0,,45.13284,33.93787,7.813228,,,https://www.scribd.com/document/327758276/CNU-Wason-Center-for-Public-Policy-voter-poll,46869,73324,10/16/16,09:24:53  8 Nov 2016
5169,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,10/25/2016,10/31/2016,Google Consumer Surveys,B,81,lv,0.1254088,36.77,38.03,6.17,,42.25786,44.8275,5.228302,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47971,75030,11/1/16,09:24:53  8 Nov 2016
5170,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Rhode Island,10/25/2016,10/31/2016,Google Consumer Surveys,B,66,lv,0.1252483,38.44,36.63,4.07,,43.93459,43.45639,3.128301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47980,75039,11/1/16,09:24:53  8 Nov 2016
5171,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maryland,8/18/2016,8/30/2016,OpinionWorks,B-,754,lv,0.1252062,54.0,25.0,6.0,,56.8564,29.13227,2.512313,,,http://www.baltimoresun.com/news/maryland/politics/bs-md-trump-clinton-poll-20160906-story.html,45341,70497,9/6/16,09:24:53  8 Nov 2016
5172,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maine CD-2,9/2/2016,9/5/2016,Emerson College,B,400,lv,0.12373,36.2,40.7,14.0,,39.00153,42.61801,10.2842,,,http://media.wix.com/ugd/3bebb2_53615dafc82943029530359fe87ee6be.xlsx?dn=ECPS_ME_results_9.5a.xlsx,45421,70720,9/7/16,09:24:53  8 Nov 2016
5173,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maine CD-1,9/2/2016,9/5/2016,Emerson College,B,400,lv,0.12373,52.0,30.1,9.3,,54.9893,32.2835,5.584203,,,http://media.wix.com/ugd/3bebb2_53615dafc82943029530359fe87ee6be.xlsx?dn=ECPS_ME_results_9.5a.xlsx,45420,70719,9/7/16,09:24:53  8 Nov 2016
5174,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Michigan,11/2/2016,11/2/2016,Mitchell Research & Communications,D,1150,lv,0.1232018,47.0,44.0,4.0,,45.69506,42.95319,4.199944,,,http://www.fox2detroit.com/news/local-news/215365862-story,48212,75511,11/3/16,09:24:53  8 Nov 2016
5175,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Louisiana,8/29/2016,9/1/2016,Anzalone Liszt Grove Research,C,605,lv,0.1229547,40.0,46.0,,,39.19093,47.8588,,,,https://lapolitics.com/wp-content/uploads/2016/09/ALG-Topline-Report.pdf,45438,70750,9/9/16,09:24:53  8 Nov 2016
5176,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,9/29/2016,10/3/2016,SurveyUSA,A,656,lv,0.1228735,46.0,44.0,5.0,,46.02473,45.5778,2.836146,,,http://www.wral.com/wral-poll-clinton-trump-in-virtual-tie-in-nc/16081925/,46456,72646,10/4/16,09:24:53  8 Nov 2016
5177,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Illinois,9/13/2016,9/16/2016,Loras College,B-,600,lv,0.1226938,43.0,30.0,8.0,,45.99377,33.9837,4.264787,,,http://myweb.loras.edu/Loras/PDF/LorasILSurveySept2016.pdf,45887,71662,9/19/16,09:24:53  8 Nov 2016
5178,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Alabama,10/25/2016,10/31/2016,Google Consumer Surveys,B,443,lv,0.1226366,20.38,56.12,3.79,,25.78239,62.55051,2.848301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47942,75001,11/1/16,09:24:53  8 Nov 2016
5179,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Wyoming,10/20/2016,10/28/2016,SurveyMonkey,C-,375,lv,0.1224979,24.0,60.0,9.0,,22.581,61.38556,5.60223,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47706,74682,10/28/16,09:24:53  8 Nov 2016
5180,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,South Carolina,10/25/2016,10/31/2016,Google Consumer Surveys,B,380,lv,0.1219396,31.9,38.15,6.69,,37.30818,44.60536,5.748302,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47981,75040,11/1/16,09:24:53  8 Nov 2016
5182,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Mexico,8/19/2016,8/21/2016,Public Policy Polling,B+,1103,v,0.1215504,40.0,31.0,16.0,,42.51368,35.67068,12.8397,,,http://nmpoliticalreport.com/89809/poll-clinton-leads-trump-in-nm-johnson-strong/,44929,68947,8/24/16,09:24:53  8 Nov 2016
5183,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Massachusetts,10/21/2016,11/2/2016,Ipsos,A-,610,lv,0.1206781,50.89,33.42,,,49.67913,33.37186,,,,http://www.reuters.com/statesofthenation/,48232,75533,11/3/16,09:24:53  8 Nov 2016
5184,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,10/2/2016,10/6/2016,Roanoke College,C+,814,lv,0.120645,45.0,36.0,7.0,,45.71415,40.71583,4.389445,,,http://wfirnews.com/local-news/poll-clinton-maintains-lead-in-virginia-first-debate-favored-clinton-but-race-mostly-static,46743,73053,10/11/16,09:24:53  8 Nov 2016
5185,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,10/14/2016,10/27/2016,Ipsos,A-,644,lv,0.1202787,47.99,43.77,,,46.87642,44.62963,,,,reuters.com/statesofthenation/,47743,74726,10/29/16,09:24:53  8 Nov 2016
5186,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Indiana,10/28/2016,11/3/2016,Ipsos,A-,303,lv,0.1192211,37.96,52.81,,,36.19898,51.11028,,,,http://www.reuters.com/statesofthenation/,48378,75846,11/4/16,09:24:53  8 Nov 2016
5187,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,10/20/2016,10/20/2016,Opinion Savvy/InsiderAdvantage,C-,538,lv,0.1175192,49.0,45.0,2.8,,48.32152,47.01192,1.208287,,,http://opinionsavvy.com/wp-content/uploads/2016/10/OS-FL-General-10.21.16.pdf,47166,73810,10/21/16,09:24:53  8 Nov 2016
5188,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Tennessee,10/25/2016,10/31/2016,Google Consumer Surveys,B,422,lv,0.1165871,31.36,42.27,6.3,,36.79028,48.82022,5.358302,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47984,75043,11/1/16,09:24:53  8 Nov 2016
5189,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,10/20/2016,10/22/2016,Remington,,1787,lv,0.1163674,48.0,43.0,3.0,,47.88498,43.87011,2.844629,,,http://big.assets.huffingtonpost.com/VASTATEWIDE.pdf,47331,74065,10/25/16,09:24:53  8 Nov 2016
5190,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Texas,9/7/2016,9/10/2016,Emerson College,B,700,lv,0.1147918,36.1,42.4,9.9,,38.48877,43.58572,6.32862,,,http://media.wix.com/ugd/3bebb2_01dca97a9c05411984c50df92d62cf50.pdf,45729,71376,9/13/16,09:24:53  8 Nov 2016
5192,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Oregon,10/25/2016,10/31/2016,Google Consumer Surveys,B,429,lv,0.1141623,37.6,30.6,9.38,,43.05743,37.26685,8.438301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47978,75037,11/1/16,09:24:53  8 Nov 2016
5193,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Georgia,10/28/2016,11/3/2016,Ipsos,A-,433,lv,0.1140535,41.76,48.13,,,40.9854,47.3998,,,,http://www.reuters.com/statesofthenation/,48375,75843,11/4/16,09:24:53  8 Nov 2016
5194,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Wisconsin,8/27/2016,8/30/2016,Monmouth University,A+,404,lv,0.1130626,43.0,38.0,7.0,,44.39384,41.42435,3.728113,,,http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_WI_083116/,45244,69555,8/31/16,09:24:53  8 Nov 2016
5195,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Illinois,10/28/2016,11/3/2016,Ipsos,A-,511,lv,0.112781,51.74,38.99,,,51.222,38.54004,,,,http://www.reuters.com/statesofthenation/,48377,75845,11/4/16,09:24:53  8 Nov 2016
5196,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Rhode Island,9/2/2016,9/5/2016,Emerson College,B,800,lv,0.112451,44.0,41.0,8.0,,47.07226,43.3008,4.284203,,,http://media.wix.com/ugd/3bebb2_dd659ad4faf34206969d7dbef07995e2.pdf,45419,70718,9/7/16,09:24:53  8 Nov 2016
5198,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,10/28/2016,11/3/2016,Ipsos,A-,362,lv,0.1121141,46.83,47.7,,,46.32158,47.24536,,,,http://www.reuters.com/statesofthenation/,48397,75865,11/4/16,09:24:53  8 Nov 2016
5200,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Kentucky,10/25/2016,10/31/2016,Google Consumer Surveys,B,363,lv,0.1111951,29.49,41.4,5.87,,34.92155,47.95571,4.928301,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47958,75017,11/1/16,09:24:53  8 Nov 2016
5201,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Michigan,10/28/2016,11/3/2016,Ipsos,A-,327,lv,0.1110448,43.33,43.13,,,42.15392,42.02694,,,,http://www.reuters.com/statesofthenation/,48386,75854,11/4/16,09:24:53  8 Nov 2016
5202,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Massachusetts,10/28/2016,11/3/2016,Ipsos,A-,346,lv,0.1109615,52.57,36.76,,,51.57465,35.88239,,,,http://www.reuters.com/statesofthenation/,48385,75853,11/4/16,09:24:53  8 Nov 2016
5203,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Massachusetts,10/25/2016,10/31/2016,Google Consumer Surveys,B,491,lv,0.1109569,46.3,24.67,6.92,,51.79242,31.48708,5.978302,,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,47960,75019,11/1/16,09:24:53  8 Nov 2016
5205,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,10/28/2016,11/3/2016,Ipsos,A-,561,lv,0.1080243,48.83,41.92,,,48.18007,41.33306,,,,http://www.reuters.com/statesofthenation/,48407,75875,11/4/16,09:24:53  8 Nov 2016
5206,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Texas,8/12/2016,8/14/2016,Public Policy Polling,B+,944,lv,0.10749,38.0,44.0,6.0,,39.54514,47.61275,3.291871,,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_TX_81616.pdf,44862,68763,8/16/16,09:24:53  8 Nov 2016
